Date,"Event Name","Event Region","Event Type",Division,"Match Type","Match Number","Red 1","Red 2","Red 3","Blue 1","Blue 2","Blue 3","Red 1; No Show (1) Disqualified (2)","Red 2; No Show (1) Disqualified (2)","Red 3; No Show (1) Disqualified (2)","Blue 1; No Show (1) Disqualified (2)","Blue 2; No Show (1) Disqualified (2)","Blue 3; No Show (1) Disqualified (2)","Red 1 Surrogate","Red 2 Surrogate","Red 3 Surrogate","Blue 1 Surrogate","Blue 2 Surrogate","Blue 3 Surrogate","Match Saved","Red Autonomous Period; Robot 1 Placement","Red Autonomous Period, Robot 2 Placement","Red Autonomous Period, Rescue Beacons","Red Autonomous Period, Climbers in Shelter","Red Driver Controlled; Robot 1 Placement","Red Driver Controlled; Robot 2 Placement","Red Driver Controlled; Floor Goal","Red Driver Controlled; High Goal","Red Driver Controlled; Low Goal","Red Driver Controlled; Mid Goal","Red Driver Controlled; Climbers in Shelter","Red Driver Controlled; Zip Line","Red End Game; All Clear Signal","Red End Game; Robot on Pull Up Bar","Red Minor Penalty Incurred","Red Major Penalty Incurred","Red Minor Penalty Awarded","Red Major Penalty Awarded","Blue Autonomous Period; Robot 1 Placement","Blue Autonomous Period, Robot 2 Placement","Blue Autonomous Period, Rescue Beacons","Blue Autonomous Period, Climbers in Shelter","Blue Driver Controlled; Robot 1 Placement","Blue Driver Controlled; Robot 2 Placement","Blue Driver Controlled; Floor Goal","Blue Driver Controlled; High Goal","Blue Driver Controlled; Low Goal","Blue Driver Controlled; Mid Goal","Blue Driver Controlled; Climbers in Shelter","Blue Driver Controlled; Zip Line","Blue End Game; All Clear Signal","Blue End Game; Robot on Pull Up Bar","Blue Minor Penalty Incurred","Blue Major Penalty Incurred","Blue Minor Penalty Awarded","Blue Major Penalty Awarded",
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,60,9879,9386,0,7842,8908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,6,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,61,4631,7163,0,10479,8626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,5,0,3,3,3,3,0,1,0,0,0,0,0,1,0,0,5,0,3,0,0,0,1,1,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,62,4290,6451,0,7079,9930,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,3,4,3,0,2,0,0,0,0,0,1,0,0,0,5,3,0,7,0,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,63,5890,9829,0,5628,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,4,4,9,0,10,0,1,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0,4,2,1,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,64,6123,8609,0,5970,3781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,9,12,0,1,4,1,0,1,0,0,0,0,0,1,1,0,3,0,4,0,4,1,0,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,65,5937,9386,0,4545,4641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,12,0,0,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,66,7398,6047,0,5064,10479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,4,5,3,0,8,8,4,2,0,0,0,0,0,0,1,0,0,2,6,5,6,3,0,12,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,67,4906,8366,0,8668,8373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,6,18,0,0,0,2,2,1,0,0,0,0,0,3,3,0,0,0,6,8,0,1,0,1,3,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,68,6710,7300,0,9829,4290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,8,0,0,0,4,1,1,1,0,0,0,0,2,0,0,2,4,0,6,9,0,3,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,69,11000,7163,0,9879,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,9,0,3,0,2,3,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,2,2,3,1,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,70,5628,3854,0,8626,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,0,0,4,0,0,0,2,1,1,2,0,0,0,0,1,0,0,0,0,3,16,0,0,0,1,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,71,8908,9930,0,5890,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,7,4,2,0,1,0,0,0,0,0,0,0,0,4,0,13,8,0,0,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,72,7842,92,0,7505,4631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,12,3,0,0,2,3,0,2,0,0,0,0,0,1,0,0,3,5,3,0,0,0,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,73,3781,5064,0,8668,4641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,0,5,6,0,13,2,2,0,1,0,0,0,0,0,0,0,0,4,3,3,0,0,0,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,74,6710,4545,0,10479,4906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,8,13,0,0,3,3,1,1,0,0,0,0,0,1,0,0,0,4,14,0,0,0,0,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,75,3854,4290,0,8609,8366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,4,6,11,11,0,0,0,2,1,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,76,8908,6047,0,8626,5937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,6,2,2,0,1,1,0,1,0,0,3,0,0,5,5,6,0,0,0,2,0,0,0,1,0,1,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,77,5970,7842,0,11000,8373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,5,0,2,2,2,0,2,0,0,0,0,0,3,0,2,0,0,9,0,1,0,4,3,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,78,9386,5890,0,6123,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,4,3,2,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,79,3587,7079,0,7163,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,11,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,10,0,0,0,1,3,1,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,80,5628,7505,0,7300,7398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,4,0,14,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,5,7,0,0,4,1,2,1,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,1,81,9930,9879,0,9829,4631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,5,0,1,0,2,0,0,0,4,1,0,0,1,0,0,0,4,3,3,12,0,6,1,3,0,0,0,0,4,1,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,3,11,5064,8609,4545,6047,3781,6451,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,3,5,1,7,0,2,0,1,0,0,0,0,3,2,0,0,0,0,5,7,0,9,0,2,0,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,3,12,5064,8609,4545,6047,3781,6451,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,1,0,2,9,2,2,0,1,2,0,0,0,0,1,1,0,0,0,16,6,0,4,1,1,0,2,0,0,2,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,3,21,6123,7300,5628,4290,7398,9829,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,5,4,0,0,1,4,2,1,1,0,0,0,0,0,2,0,2,5,3,4,0,0,7,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,3,22,6123,7300,5628,4290,7398,9829,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,2,0,0,8,0,0,0,4,2,0,2,0,0,3,0,2,0,0,0,4,0,4,10,5,0,2,2,0,1,3,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,3,23,6123,7300,5628,4290,7398,9829,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,1,2,0,5,11,0,0,1,4,2,1,1,0,0,0,0,2,0,0,1,0,4,3,9,1,6,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,4,1,6047,3781,6451,4290,7398,9829,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,8,0,6,4,2,0,2,4,0,0,0,1,0,0,2,3,0,1,7,0,5,2,1,0,1,0,0,4,0,
3/11/2016,FTC South Super Regional - Ochoa,South,Super Regional Championship,2,4,2,6047,3781,6451,4290,7398,9829,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,5,12,2,2,1,2,0,0,0,0,1,0,0,2,3,4,5,7,0,0,4,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,1,9547,5070,0,8913,5795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,7,0,3,1,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,2,5940,6209,0,8651,8477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,5,6,2,0,0,8,0,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,3,8814,9778,0,7826,8946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,6,0,0,0,2,1,1,1,0,0,0,0,1,0,0,2,0,0,3,0,0,0,4,3,0,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,4,7242,6299,0,5494,8811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,5,10,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,3,3,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,5,9868,9015,0,4717,7153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,3,0,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,6,4250,127,0,4444,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,4,4,0,0,6,3,3,0,0,0,0,2,0,0,1,1,2,3,4,12,10,3,1,4,1,0,0,2,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,7,8565,5991,0,4997,9048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,8,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,8,7172,9460,0,8001,10165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,0,5,4,0,1,2,1,1,1,0,0,0,0,0,1,0,2,5,5,3,0,4,3,4,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,9,3486,3888,0,6448,3846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,5,10,0,0,1,1,0,0,0,1,6,0,1,0,0,0,6,3,14,0,0,0,2,2,0,0,6,0,0,1,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,10,5494,8477,0,5070,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,11,7242,7153,0,8913,7826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,9,0,0,2,2,0,2,0,0,4,0,0,1,0,0,3,0,8,0,0,0,2,2,0,1,4,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,12,6209,9547,0,7477,8814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,9,0,0,0,1,3,0,0,0,0,0,0,2,0,1,2,0,0,0,11,7,0,4,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,13,9048,8651,0,9460,4717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,4,0,2,0,0,0,0,0,0,0,4,0,2,3,0,0,4,0,5,2,2,1,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,14,4444,7172,0,3888,8565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,11,8,0,4,2,3,1,1,0,0,8,0,0,2,1,2,3,4,13,12,0,0,2,0,0,0,8,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,15,6448,8811,0,5991,9778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,9,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,4,2,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,16,8946,8001,0,3486,6299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,4,0,0,4,2,1,0,2,0,0,0,0,0,1,0,2,3,0,5,9,1,4,1,0,0,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,17,10165,3846,0,4250,5795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,7,7,1,4,2,2,0,1,0,0,0,0,0,0,0,0,4,6,5,0,0,6,1,2,1,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,18,4997,127,0,9868,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,5,10,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,2,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,19,6209,7826,0,7172,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,5,0,0,0,1,2,0,2,0,0,0,0,1,0,1,2,5,6,9,5,0,5,2,3,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,20,9048,5991,0,9547,7242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,21,8913,8814,0,3486,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,6,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,4,5,3,7,0,0,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,22,9778,5070,0,4444,3846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,7,0,2,0,3,1,1,0,0,0,0,0,0,1,0,0,0,5,11,9,0,0,2,1,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,23,7477,5940,0,8001,4717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,3,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,24,9868,6448,0,4250,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,5,12,0,9,2,4,2,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,8,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,25,7153,8565,0,10165,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,18,5,0,0,2,3,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,4,4,2,0,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,26,8946,8477,0,8811,3888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,27,4997,5795,0,8651,6299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,3,0,0,13,0,9,2,2,1,0,0,0,0,0,0,1,0,0,4,0,1,11,0,4,2,1,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,28,4444,9015,0,8814,7242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,22,0,0,0,4,3,1,2,0,0,0,0,0,0,0,0,3,5,12,0,0,0,1,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,29,4250,4717,0,6209,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,7,0,0,6,3,1,1,1,0,0,0,0,1,0,0,1,0,5,6,0,0,0,3,3,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,30,8913,5940,0,9048,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,2,1,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,31,8565,3486,0,7477,9778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,9,0,0,0,1,0,0,0,0,0,1,1,2,3,0,3,13,0,0,3,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,32,7826,5795,0,9460,8477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,6,0,2,0,1,0,0,0,0,2,1,0,0,5,0,6,0,0,0,0,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,33,127,8946,0,5991,7172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,8,0,0,0,4,0,0,0,0,0,0,0,0,2,1,2,4,5,2,9,4,7,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,34,8651,3888,0,9868,8001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,35,6299,3846,0,7153,9547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,6,11,0,4,2,2,0,1,0,1,0,0,3,0,0,0,0,0,14,0,0,3,2,3,1,1,0,0,0,1,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,36,8811,5070,0,4997,10165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,3,5,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,4,6,2,5,0,6,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,37,9778,8477,0,7242,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,11,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,6,4,8,0,5,2,1,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,38,5795,6448,0,9015,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,2,0,9,2,3,1,2,0,0,0,0,1,0,0,0,4,4,5,0,0,0,2,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,39,7172,3486,0,5940,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,4,0,10,8,0,11,2,3,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,4,0,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,40,4717,9868,0,8946,3846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,8,0,4,0,2,1,0,0,1,0,0,0,0,0,0,0,6,0,6,6,0,0,4,1,0,1,0,0,1,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,41,4444,6299,0,9048,10165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,17,1,0,0,3,2,1,2,0,0,0,1,0,1,0,2,0,0,1,0,0,2,2,3,0,2,0,1,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,42,8001,7153,0,8814,5991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,17,0,0,0,2,3,1,2,0,0,0,0,1,0,0,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,43,4997,9460,0,3888,9547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,4,6,4,8,0,4,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,7,0,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,44,8913,8811,0,6209,8565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,6,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,0,0,0,2,1,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,45,7477,7826,0,8651,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,4,0,4,9,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,4,7,0,3,0,2,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,46,9015,4250,0,8946,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,6,3,0,0,11,2,3,0,0,0,0,0,0,1,0,0,0,5,0,8,0,0,0,1,3,1,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,47,10165,9778,0,5494,9868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,5,3,6,0,10,0,4,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,48,4997,7172,0,6448,8814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,5,5,11,0,6,2,3,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,4,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,49,5795,3846,0,7242,8565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,8,9,1,7,0,3,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,50,7826,3888,0,6299,6209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,3,1,0,0,3,2,1,0,0,0,0,0,0,0,1,0,2,0,0,1,12,0,0,2,3,1,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,51,5070,8001,0,127,9048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,3,0,3,0,1,2,0,1,0,0,4,0,0,0,0,0,0,5,12,0,0,0,0,0,0,1,4,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,52,4717,5991,0,8913,8477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,9,0,2,0,1,0,0,0,0,0,1,0,0,5,6,5,0,0,0,2,2,1,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,53,7477,9460,0,8811,7153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,5,3,10,8,0,2,0,0,0,0,0,0,0,1,0,1,1,3,0,24,0,1,0,3,3,1,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,54,8651,9547,0,4444,3486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,4,15,8,0,0,3,1,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,55,6209,7242,0,10165,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,9,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,3,3,2,0,2,0,0,0,0,
